Date,Code INSEE région,Consommation (MW),Thermique (MW),Nucléaire (MW),Eolien (MW),Solaire (MW),Hydraulique (MW),Bioénergies (MW),Ech. physiques (MW),Stockage batterie
2014-01-02,24,118557.0,3624.0,426931.0,24354.0,513.0,1813.0,2452.0,-341133.0,0.0
2014-01-02,27,124177.0,5777.0,0.0,5400.0,421.0,6339.0,901.0,105363.0,0.0
2014-01-02,28,166762.0,17500.0,446164.0,14153.0,337.0,930.0,2816.0,-315132.0,0.0
2014-01-02,32,301043.0,27714.0,246674.0,52388.0,247.0,96.0,4845.0,-30915.0,0.0
2014-01-02,44,259580.0,9958.0,446718.0,66330.0,547.0,48009.0,4016.0,-311343.0,0.0
2014-01-02,52,168384.0,6292.0,0.0,14368.0,852.0,138.0,1805.0,144945.0,0.0
2014-01-02,53,144490.0,4031.0,0.0,18435.0,394.0,4968.0,1430.0,115290.0,0.0
2014-01-02,75,263197.0,4173.0,194866.0,10191.0,1885.0,32650.0,5745.0,13730.0,0.0
2014-01-02,76,233288.0,2971.0,103657.0,5425.0,2717.0,65881.0,3945.0,55873.0,0.0
2014-01-02,84,398280.0,8774.0,595560.0,6977.0,887.0,187908.0,5210.0,-377155.0,0.0
2014-01-02,93,274660.0,12395.0,0.0,466.0,790.0,61568.0,3215.0,196831.0,0.0
2014-01-03,11,450735.0,12003.0,0.0,818.0,124.0,123.0,7571.0,430107.0,0.0
2014-01-03,24,118939.0,3612.0,461726.0,29514.0,442.0,1241.0,2442.0,-380032.0,0.0
2014-01-03,27,130093.0,5864.0,0.0,5164.0,205.0,4963.0,882.0,113018.0,0.0
2014-01-03,28,171541.0,17087.0,474553.0,19517.0,219.0,987.0,2566.0,-343405.0,0.0
2014-01-03,32,313710.0,26068.0,254768.0,67278.0,179.0,96.0,4655.0,-39332.0,0.0
2014-01-03,44,268743.0,9993.0,499208.0,74170.0,780.0,49905.0,4049.0,-360282.0,0.0
2014-01-03,52,170145.0,6135.0,0.0,19746.0,767.0,124.0,1839.0,141541.0,0.0
2014-01-03,53,146521.0,4091.0,0.0,25486.0,421.0,4750.0,1446.0,110378.0,0.0
2014-01-03,75,264486.0,4462.0,200509.0,11804.0,1142.0,30548.0,5708.0,10369.0,0.0
2014-01-03,76,235626.0,2923.0,110568.0,4292.0,941.0,58168.0,3901.0,63101.0,0.0
2014-01-03,84,411626.0,8802.0,611960.0,5540.0,367.0,187296.0,5260.0,-380363.0,0.0
2014-01-03,93,272906.0,12400.0,0.0,95.0,924.0,59949.0,3337.0,196608.0,0.0
2014-01-04,11,425674.0,12041.0,0.0,475.0,131.0,96.0,7528.0,405415.0,0.0
2014-01-04,24,113776.0,3673.0,483816.0,22203.0,418.0,899.0,2425.0,-399653.0,0.0
2014-01-04,27,121957.0,5864.0,0.0,3104.0,155.0,4955.0,909.0,106980.0,0.0
2014-01-04,28,164891.0,16143.0,472061.0,14648.0,158.0,1000.0,2911.0,-342039.0,0.0
2014-01-04,32,304160.0,26595.0,257644.0,47754.0,184.0,96.0,4445.0,-32559.0,0.0
2014-01-04,44,253486.0,10027.0,420415.0,44986.0,181.0,49631.0,4044.0,-267982.0,0.0
2014-01-04,52,164170.0,6304.0,0.0,17138.0,401.0,143.0,2042.0,138157.0,0.0
2014-01-04,53,142139.0,4032.0,0.0,17754.0,134.0,5338.0,1455.0,113525.0,0.0
2014-01-04,75,261352.0,4434.0,202337.0,10562.0,1163.0,27764.0,5700.0,9425.0,0.0
2014-01-04,76,218865.0,2981.0,108101.0,10475.0,2012.0,61563.0,4072.0,42794.0,0.0
2014-01-04,84,382624.0,8727.0,592468.0,7398.0,518.0,188477.0,5303.0,-379938.0,0.0
2014-01-04,93,256630.0,12445.0,0.0,741.0,292.0,62921.0,3288.0,176943.0,0.0
2014-01-05,11,431730.0,12165.0,0.0,435.0,142.0,96.0,7613.0,411291.0,0.0
2014-01-05,24,114975.0,3630.0,470916.0,17599.0,328.0,1610.0,2402.0,-381510.0,0.0
2014-01-05,27,118985.0,5798.0,0.0,2837.0,434.0,4763.0,911.0,104246.0,0.0
2014-01-05,28,167742.0,15890.0,473212.0,10617.0,129.0,972.0,2862.0,-335948.0,0.0
2014-01-05,32,298347.0,26652.0,256304.0,31856.0,199.0,96.0,5037.0,-21806.0,0.0
2014-01-05,44,243086.0,9803.0,463990.0,37363.0,781.0,53331.0,3883.0,-317078.0,0.0
2014-01-05,52,162123.0,6199.0,0.0,14463.0,205.0,144.0,2080.0,139045.0,0.0
2014-01-05,53,138288.0,4064.0,0.0,19678.0,85.0,4786.0,1403.0,108427.0,0.0
2014-01-05,75,266321.0,4387.0,201607.0,8915.0,940.0,25973.0,5628.0,18876.0,0.0
2014-01-05,76,222794.0,3077.0,110424.0,18453.0,2968.0,53667.0,4208.0,51698.0,0.0
2014-01-05,84,378057.0,8270.0,606730.0,5788.0,1668.0,155798.0,5364.0,-345820.0,0.0
2014-01-05,93,251574.0,12429.0,0.0,757.0,3654.0,61195.0,3076.0,170461.0,0.0
2014-01-06,11,470656.0,12004.0,0.0,827.0,56.0,96.0,7362.0,450307.0,0.0
2014-01-06,24,126616.0,3559.0,483730.0,28179.0,150.0,1508.0,2253.0,-392780.0,0.0
2014-01-06,27,139447.0,6508.0,0.0,4537.0,276.0,5014.0,856.0,122269.0,0.0
2014-01-06,28,172839.0,30781.0,461214.0,20229.0,141.0,1019.0,2869.0,-343426.0,0.0
2014-01-06,32,322866.0,26640.0,248790.0,67175.0,141.0,96.0,4551.0,-24537.0,0.0
2014-01-06,44,291005.0,9605.0,491029.0,68948.0,496.0,53101.0,3765.0,-329757.0,0.0
2014-01-06,52,181385.0,20315.0,0.0,19913.0,178.0,143.0,2079.0,138759.0,0.0
2014-01-06,53,148344.0,4036.0,0.0,28991.0,271.0,4885.0,1418.0,108823.0,0.0
2014-01-06,75,281559.0,4344.0,193876.0,12348.0,1891.0,34515.0,5774.0,28836.0,0.0
2014-01-06,76,242635.0,3069.0,107775.0,12637.0,3509.0,76867.0,4139.0,45144.0,0.0
2014-01-06,84,431830.0,8495.0,616674.0,6424.0,1378.0,178480.0,5172.0,-357207.0,0.0
2014-01-06,93,279918.0,12278.0,0.0,349.0,2737.0,64386.0,3155.0,197023.0,0.0
2014-01-07,11,466931.0,11927.0,0.0,516.0,113.0,96.0,7125.0,447166.0,0.0
2014-01-07,24,126353.0,3556.0,496772.0,17749.0,267.0,1675.0,2294.0,-395964.0,0.0
2014-01-07,27,137967.0,6054.0,0.0,3040.0,282.0,7682.0,780.0,120152.0,0.0
2014-01-07,28,175329.0,35162.0,461915.0,16673.0,224.0,1038.0,2849.0,-342533.0,0.0
2014-01-07,32,328995.0,26068.0,252171.0,59507.0,244.0,96.0,4746.0,-13848.0,0.0
2014-01-07,44,292253.0,28495.0,514167.0,48160.0,934.0,50669.0,4056.0,-346770.0,0.0
2014-01-07,52,181505.0,41533.0,0.0,12575.0,722.0,144.0,2127.0,124402.0,0.0
2014-01-07,53,152125.0,4084.0,0.0,22604.0,346.0,3460.0,1233.0,120594.0,0.0
2014-01-07,75,273080.0,4486.0,193986.0,7681.0,2552.0,37390.0,5781.0,21247.0,0.0
2014-01-07,76,235674.0,2930.0,116601.0,17088.0,2421.0,82965.0,4121.0,20534.0,0.0
2014-01-07,84,419108.0,8733.0,618537.0,7259.0,1501.0,186767.0,5330.0,-378736.0,0.0
2014-01-07,93,277625.0,25520.0,0.0,336.0,1109.0,66246.0,3056.0,181880.0,0.0
2014-01-08,11,460424.0,11954.0,0.0,226.0,159.0,96.0,7205.0,440776.0,0.0
2014-01-08,24,122240.0,3600.0,499015.0,9047.0,456.0,1527.0,2429.0,-393826.0,0.0
2014-01-08,27,135883.0,5695.0,0.0,2340.0,523.0,9924.0,852.0,116560.0,0.0
2014-01-08,28,176992.0,35749.0,471435.0,9423.0,172.0,1056.0,2561.0,-343385.0,0.0
2014-01-08,32,329983.0,29116.0,254145.0,30236.0,253.0,96.0,4395.0,11742.0,0.0
2014-01-08,44,287117.0,45117.0,527143.0,29100.0,1296.0,48761.0,4070.0,-361603.0,0.0
2014-01-08,52,181938.0,43768.0,0.0,7217.0,679.0,156.0,2136.0,127977.0,0.0
2014-01-08,53,153247.0,4005.0,0.0,12025.0,210.0,2988.0,1107.0,133198.0,0.0
2014-01-08,75,269223.0,4461.0,202448.0,6798.0,2285.0,36365.0,5982.0,10931.0,0.0
2014-01-08,76,235321.0,2778.0,112675.0,18827.0,2334.0,80559.0,4118.0,22936.0,0.0
2014-01-08,84,407337.0,8570.0,629506.0,6274.0,1762.0,203527.0,5213.0,-418448.0,0.0
2014-01-08,93,267530.0,12274.0,0.0,324.0,1837.0,60136.0,3142.0,190524.0,0.0
2014-01-09,11,469782.0,11730.0,0.0,554.0,23.0,114.0,6989.0,450356.0,0.0
2014-01-09,24,126826.0,3587.0,485529.0,19561.0,135.0,1576.0,2495.0,-386061.0,0.0
2014-01-09,27,139589.0,5688.0,0.0,3932.0,258.0,11462.0,901.0,117362.0,0.0
2014-01-09,28,177798.0,35171.0,476778.0,14058.0,85.0,1067.0,2319.0,-351668.0,0.0
2014-01-09,32,334590.0,26453.0,255121.0,51753.0,79.0,96.0,4470.0,-3399.0,0.0
2014-01-09,44,295744.0,28399.0,527728.0,62718.0,464.0,44397.0,4079.0,-365468.0,0.0
2014-01-09,52,184953.0,44633.0,0.0,7011.0,166.0,161.0,2129.0,130841.0,0.0
2014-01-09,53,153173.0,4023.0,0.0,12787.0,281.0,2365.0,1350.0,132674.0,0.0
2014-01-09,75,278104.0,4479.0,231141.0,5295.0,1756.0,37732.0,6031.0,-8283.0,0.0
2014-01-09,76,233501.0,2665.0,111372.0,9515.0,2347.0,89715.0,4056.0,23428.0,0.0
2014-01-09,84,415285.0,8662.0,622664.0,7093.0,1172.0,207153.0,5338.0,-408214.0,0.0
2014-01-09,93,270900.0,30210.0,0.0,111.0,2384.0,61971.0,3354.0,173535.0,0.0
2014-01-10,11,494143.0,12095.0,0.0,55.0,47.0,144.0,6857.0,474947.0,0.0
2014-01-10,24,130237.0,3646.0,504754.0,2055.0,424.0,1459.0,2446.0,-384545.0,0.0
2014-01-10,27,137855.0,5775.0,0.0,374.0,551.0,11166.0,902.0,119099.0,0.0
2014-01-10,28,190626.0,17515.0,488520.0,3967.0,125.0,1004.0,2299.0,-322797.0,0.0
2014-01-10,32,347514.0,26516.0,259933.0,13950.0,149.0,96.0,4606.0,42260.0,0.0
2014-01-10,44,296937.0,68346.0,528434.0,10294.0,1183.0,48285.0,4046.0,-359293.0,0.0
2014-01-10,52,193215.0,53135.0,0.0,1239.0,557.0,183.0,2152.0,135960.0,0.0
2014-01-10,53,163594.0,4086.0,0.0,2333.0,365.0,2086.0,1473.0,153557.0,0.0
2014-01-10,75,285054.0,4469.0,252788.0,1454.0,3419.0,38831.0,6026.0,-21917.0,0.0
2014-01-10,76,236310.0,2897.0,119801.0,4983.0,3207.0,105414.0,3990.0,6364.0,0.0
2014-01-10,84,408318.0,8746.0,634910.0,1107.0,2129.0,226409.0,5268.0,-450016.0,0.0
2014-01-10,93,268060.0,36984.0,0.0,2.0,3217.0,66724.0,3231.0,157901.0,0.0
2014-01-11,11,454352.0,12526.0,0.0,15.0,103.0,144.0,7251.0,434306.0,0.0
2014-01-11,24,118365.0,3633.0,510993.0,2033.0,364.0,500.0,2409.0,-401560.0,0.0
2014-01-11,27,123637.0,5830.0,0.0,1197.0,185.0,10814.0,912.0,104700.0,0.0
2014-01-11,28,171440.0,16020.0,485235.0,1822.0,262.0,963.0,2686.0,-335542.0,0.0
2014-01-11,32,318172.0,26774.0,256398.0,8413.0,281.0,96.0,4670.0,21527.0,0.0
2014-01-11,44,272067.0,29264.0,452269.0,6264.0,548.0,46669.0,4104.0,-261456.0,0.0
2014-01-11,52,164352.0,28670.0,0.0,1181.0,694.0,192.0,2118.0,131507.0,0.0
2014-01-11,53,140024.0,4095.0,0.0,2159.0,484.0,2381.0,1549.0,129874.0,0.0
2014-01-11,75,264069.0,4554.0,260459.0,1634.0,1109.0,29199.0,6109.0,-38970.0,0.0
2014-01-11,76,218091.0,2975.0,117393.0,4968.0,1159.0,68508.0,4335.0,46084.0,0.0
2014-01-11,84,380819.0,8816.0,625305.0,3368.0,824.0,165959.0,5457.0,-393437.0,0.0
2014-01-11,93,251634.0,31310.0,0.0,25.0,1105.0,63867.0,3245.0,152538.0,0.0
2014-01-12,11,467684.0,12816.0,0.0,208.0,43.0,144.0,7321.0,447143.0,0.0
2014-01-12,24,113996.0,3569.0,506353.0,7984.0,454.0,287.0,2405.0,-407059.0,0.0
2014-01-12,27,116791.0,5846.0,0.0,1166.0,395.0,9677.0,906.0,98822.0,0.0
2014-01-12,28,176061.0,15886.0,480511.0,10506.0,95.0,967.0,2700.0,-334613.0,0.0
2014-01-12,32,321934.0,26411.0,259008.0,23774.0,236.0,96.0,4359.0,8034.0,0.0
2014-01-12,44,261435.0,10431.0,479346.0,14365.0,670.0,44787.0,4110.0,-283929.0,0.0
2014-01-12,52,156801.0,8286.0,0.0,8445.0,633.0,192.0,2106.0,137150.0,0.0
2014-01-12,53,134604.0,3959.0,0.0,15371.0,134.0,2583.0,1508.0,111559.0,0.0
2014-01-12,75,257193.0,4604.0,261717.0,5530.0,3757.0,26080.0,6099.0,-50545.0,0.0
2014-01-12,76,205378.0,2959.0,118098.0,5801.0,3673.0,60650.0,4213.0,35045.0,0.0
2014-01-12,84,374139.0,8843.0,620841.0,2688.0,1803.0,145489.0,5459.0,-376801.0,0.0
2014-01-12,93,244792.0,14017.0,0.0,1.0,1810.0,57375.0,3242.0,168350.0,0.0
2014-01-13,11,500271.0,27976.0,0.0,320.0,118.0,158.0,6798.0,464892.0,0.0
2014-01-13,24,128360.0,3652.0,507400.0,12254.0,437.0,538.0,2286.0,-398204.0,0.0
2014-01-13,27,144365.0,5854.0,0.0,1498.0,132.0,11578.0,872.0,124451.0,0.0
2014-01-13,28,184648.0,35361.0,487042.0,9769.0,366.0,1017.0,2884.0,-351809.0,0.0
2014-01-13,32,343766.0,32528.0,260281.0,29142.0,391.0,96.0,4221.0,17082.0,0.0
2014-01-13,44,303740.0,45423.0,539974.0,21392.0,310.0,45796.0,4078.0,-346079.0,0.0
2014-01-13,52,187028.0,22556.0,0.0,9887.0,1029.0,192.0,2007.0,151357.0,0.0
2014-01-13,53,158651.0,3887.0,0.0,12333.0,429.0,2835.0,1467.0,138195.0,0.0
2014-01-13,75,285389.0,4531.0,275047.0,5434.0,1917.0,32245.0,6065.0,-39822.0,0.0
2014-01-13,76,239333.0,2962.0,120360.0,4599.0,621.0,83108.0,4234.0,35897.0,0.0
2014-01-13,84,442498.0,8851.0,624910.0,2478.0,277.0,191906.0,5272.0,-372176.0,0.0
2014-01-13,93,267579.0,30535.0,0.0,76.0,776.0,67310.0,3355.0,165515.0,0.0
2014-01-14,11,518142.0,34965.0,0.0,354.0,143.0,184.0,6575.0,475927.0,0.0
2014-01-14,24,136523.0,3566.0,513473.0,13238.0,736.0,1392.0,2187.0,-398064.0,0.0
2014-01-14,27,149369.0,5799.0,0.0,1446.0,305.0,12069.0,861.0,128901.0,0.0
2014-01-14,28,191884.0,41873.0,488171.0,5508.0,399.0,1062.0,3318.0,-348470.0,0.0
2014-01-14,32,356326.0,34415.0,261764.0,20951.0,165.0,96.0,4015.0,34905.0,0.0
2014-01-14,44,314933.0,94640.0,556135.0,26366.0,464.0,44843.0,4035.0,-403880.0,0.0
2014-01-14,52,198238.0,51084.0,0.0,4253.0,1410.0,192.0,1588.0,139711.0,0.0
2014-01-14,53,168813.0,3899.0,0.0,6004.0,585.0,3502.0,1487.0,153798.0,0.0
2014-01-14,75,302543.0,4415.0,275579.0,3424.0,2546.0,34193.0,5998.0,-23575.0,0.0
2014-01-14,76,259118.0,3128.0,123184.0,8499.0,1873.0,85403.0,4272.0,42057.0,0.0
2014-01-14,84,454673.0,12436.0,629393.0,2119.0,981.0,210224.0,5397.0,-382944.0,0.0
2014-01-14,93,273651.0,25543.0,0.0,192.0,3327.0,59503.0,3414.0,181670.0,0.0
2014-01-15,11,536482.0,34830.0,0.0,535.0,22.0,192.0,6342.0,494572.0,0.0
2014-01-15,24,144474.0,3495.0,534477.0,19457.0,75.0,969.0,2152.0,-416149.0,0.0
2014-01-15,27,155256.0,5806.0,0.0,2316.0,254.0,11861.0,882.0,134152.0,0.0
2014-01-15,28,191449.0,42601.0,486167.0,12148.0,60.0,1045.0,3359.0,-353922.0,0.0
2014-01-15,32,366500.0,34399.0,259671.0,40728.0,45.0,96.0,4443.0,27093.0,0.0
2014-01-15,44,327203.0,79652.0,577915.0,36594.0,529.0,47045.0,4063.0,-411342.0,0.0
2014-01-15,52,194110.0,53199.0,0.0,13305.0,209.0,192.0,1475.0,125741.0,0.0
2014-01-15,53,159702.0,3927.0,0.0,19574.0,130.0,3896.0,1674.0,130894.0,0.0
2014-01-15,75,314635.0,4505.0,276307.0,9032.0,823.0,33314.0,6073.0,-15380.0,0.0
2014-01-15,76,264632.0,2967.0,120071.0,8119.0,2207.0,106212.0,4250.0,32421.0,0.0
2014-01-15,84,467598.0,8714.0,598981.0,3226.0,1276.0,226385.0,5468.0,-356357.0,0.0
2014-01-15,93,288380.0,18656.0,0.0,451.0,3628.0,56203.0,3442.0,205996.0,0.0
2014-01-16,11,507927.0,29596.0,0.0,556.0,76.0,192.0,6558.0,470959.0,0.0
2014-01-16,24,136867.0,3380.0,534644.0,23872.0,326.0,1204.0,2341.0,-428890.0,0.0
2014-01-16,27,150725.0,5756.0,0.0,4305.0,128.0,11176.0,889.0,128477.0,0.0
2014-01-16,28,182484.0,41786.0,485123.0,14876.0,238.0,1104.0,3387.0,-364025.0,0.0
2014-01-16,32,351855.0,25849.0,260559.0,46199.0,156.0,96.0,4592.0,14402.0,0.0
2014-01-16,44,321634.0,43415.0,579049.0,52076.0,259.0,45971.0,4097.0,-395476.0,0.0
2014-01-16,52,190595.0,49107.0,0.0,16435.0,689.0,192.0,1784.0,122398.0,0.0
2014-01-16,53,159711.0,3903.0,0.0,20846.0,351.0,4195.0,1659.0,129081.0,0.0
2014-01-16,75,299529.0,4437.0,276240.0,12179.0,2788.0,32232.0,6032.0,-34331.0,0.0
2014-01-16,76,259982.0,2929.0,119327.0,6657.0,1769.0,106839.0,4213.0,34115.0,0.0
2014-01-16,84,453223.0,8729.0,603587.0,8176.0,314.0,210618.0,5434.0,-354134.0,0.0
2014-01-16,93,293669.0,14324.0,0.0,1051.0,203.0,61512.0,3348.0,213234.0,0.0
2014-01-17,11,494197.0,12965.0,0.0,542.0,213.0,192.0,7117.0,473181.0,0.0
2014-01-17,24,133998.0,3552.0,539988.0,20841.0,798.0,1374.0,2360.0,-434912.0,0.0
2014-01-17,27,143741.0,5759.0,0.0,2705.0,909.0,10353.0,906.0,123120.0,0.0
2014-01-17,28,189076.0,36589.0,480689.0,13773.0,84.0,1070.0,3355.0,-346460.0,0.0
2014-01-17,32,351383.0,26261.0,260135.0,50416.0,132.0,89.0,4854.0,9480.0,0.0
2014-01-17,44,308130.0,29866.0,573917.0,50091.0,1767.0,49709.0,4074.0,-394083.0,0.0
2014-01-17,52,190024.0,47097.0,0.0,12334.0,936.0,192.0,1870.0,127594.0,0.0
2014-01-17,53,161089.0,4061.0,0.0,11194.0,195.0,4497.0,1651.0,139807.0,0.0
2014-01-17,75,301208.0,4505.0,277513.0,8798.0,4846.0,31686.0,6025.0,-32126.0,0.0
2014-01-17,76,253386.0,3127.0,115525.0,6436.0,4873.0,91777.0,4224.0,41262.0,0.0
2014-01-17,84,436707.0,8792.0,623817.0,3738.0,2261.0,226546.0,4984.0,-411577.0,0.0
2014-01-17,93,272537.0,12268.0,0.0,443.0,1835.0,77140.0,3242.0,177605.0,0.0
2014-01-18,11,455063.0,12728.0,0.0,194.0,167.0,192.0,7590.0,434195.0,0.0
2014-01-18,24,122818.0,3505.0,544023.0,9732.0,506.0,656.0,2381.0,-437976.0,0.0
2014-01-18,27,127987.0,5840.0,0.0,3432.0,498.0,10606.0,903.0,106721.0,0.0
2014-01-18,28,171677.0,37140.0,480316.0,9818.0,226.0,1176.0,3405.0,-360414.0,0.0
2014-01-18,32,319795.0,26854.0,260441.0,26203.0,267.0,96.0,4753.0,1161.0,0.0
2014-01-18,44,276247.0,9544.0,505733.0,39572.0,1168.0,45804.0,4016.0,-324236.0,0.0
2014-01-18,52,169300.0,27211.0,0.0,12127.0,529.0,192.0,2163.0,127089.0,0.0
2014-01-18,53,142399.0,3884.0,0.0,10982.0,233.0,4662.0,1588.0,121378.0,0.0
2014-01-18,75,281417.0,4436.0,266319.0,7756.0,1751.0,22181.0,5973.0,-26977.0,0.0
2014-01-18,76,240147.0,3175.0,116615.0,24916.0,1846.0,75382.0,4279.0,24608.0,0.0
2014-01-18,84,395727.0,8739.0,632791.0,10949.0,968.0,183237.0,5093.0,-411385.0,0.0
2014-01-18,93,266923.0,12412.0,0.0,1345.0,351.0,65445.0,3392.0,184949.0,0.0
2014-01-19,11,433712.0,24420.0,0.0,64.0,110.0,192.0,7820.0,401112.0,0.0
2014-01-19,24,114112.0,3486.0,537349.0,2285.0,481.0,364.0,2411.0,-432273.0,0.0
2014-01-19,27,117349.0,5866.0,0.0,1335.0,186.0,11250.0,912.0,97802.0,0.0
2014-01-19,28,163100.0,35971.0,431460.0,1835.0,359.0,1114.0,3380.0,-311057.0,0.0
2014-01-19,32,297779.0,27827.0,258220.0,8412.0,190.0,96.0,4648.0,-1624.0,0.0
2014-01-19,44,258996.0,9534.0,450255.0,17182.0,682.0,47128.0,3997.0,-259553.0,0.0
2014-01-19,52,167110.0,35120.0,0.0,358.0,818.0,192.0,2128.0,128491.0,0.0
2014-01-19,53,140078.0,3901.0,0.0,1013.0,648.0,4777.0,1569.0,128513.0,0.0
2014-01-19,75,271258.0,4393.0,261317.0,546.0,2006.0,21080.0,6049.0,-24112.0,0.0
2014-01-19,76,230955.0,3162.0,118628.0,8734.0,1271.0,64705.0,4219.0,49690.0,0.0
2014-01-19,84,377538.0,8822.0,621413.0,2592.0,382.0,172272.0,5243.0,-387434.0,0.0
2014-01-19,93,257492.0,14626.0,0.0,822.0,497.0,50264.0,3183.0,189068.0,0.0
2014-01-20,11,507965.0,32606.0,0.0,70.0,86.0,192.0,7722.0,467286.0,0.0
2014-01-20,24,138973.0,3350.0,547966.0,2687.0,379.0,1291.0,2472.0,-419179.0,0.0
2014-01-20,27,145049.0,5851.0,0.0,1485.0,99.0,11003.0,885.0,125740.0,0.0
2014-01-20,28,197560.0,41345.0,480616.0,778.0,296.0,1122.0,3231.0,-329841.0,0.0
2014-01-20,32,345066.0,35078.0,260959.0,5932.0,110.0,96.0,4449.0,38437.0,0.0
2014-01-20,44,307793.0,95146.0,513527.0,15801.0,207.0,46199.0,3945.0,-360696.0,0.0
2014-01-20,52,206760.0,61212.0,0.0,552.0,760.0,192.0,2100.0,141950.0,0.0
2014-01-20,53,170819.0,3969.0,0.0,2765.0,511.0,4440.0,1504.0,157934.0,0.0
2014-01-20,75,313017.0,5744.0,270920.0,537.0,2234.0,34934.0,5863.0,-7188.0,0.0
2014-01-20,76,263860.0,3124.0,120927.0,22873.0,2855.0,107336.0,4108.0,13753.0,0.0
2014-01-20,84,443942.0,8763.0,637672.0,3139.0,574.0,218452.0,5001.0,-406664.0,0.0
2014-01-20,93,280860.0,21780.0,0.0,813.0,1961.0,40208.0,3054.0,213347.0,0.0
2014-01-21,11,546918.0,51583.0,0.0,77.0,43.0,139.0,7659.0,487419.0,0.0
2014-01-21,24,146349.0,3522.0,551524.0,3235.0,195.0,1739.0,2528.0,-416402.0,0.0
2014-01-21,27,152829.0,5765.0,0.0,448.0,124.0,11508.0,890.0,134101.0,0.0
2014-01-21,28,205005.0,30247.0,485636.0,5162.0,181.0,1130.0,3258.0,-320624.0,0.0
2014-01-21,32,362812.0,38615.0,262121.0,9293.0,85.0,96.0,4506.0,48086.0,0.0
2014-01-21,44,321202.0,90106.0,557301.0,8484.0,355.0,40721.0,3922.0,-373766.0,0.0
2014-01-21,52,212890.0,27056.0,0.0,4841.0,774.0,192.0,2153.0,177878.0,0.0
2014-01-21,53,173344.0,4207.0,0.0,10655.0,319.0,4286.0,1406.0,152811.0,0.0
2014-01-21,75,328116.0,6526.0,275758.0,2288.0,3810.0,31681.0,5872.0,2236.0,0.0
2014-01-21,76,268796.0,3049.0,122092.0,16336.0,5260.0,112751.0,3913.0,14886.0,0.0
2014-01-21,84,462923.0,8575.0,640116.0,3637.0,1126.0,236339.0,4936.0,-413284.0,0.0
2014-01-21,93,289093.0,19343.0,0.0,1606.0,4269.0,55858.0,2977.0,205698.0,0.0
2014-01-22,11,558739.0,37386.0,0.0,95.0,109.0,73.0,7774.0,513290.0,0.0
2014-01-22,24,152128.0,3475.0,550473.0,4364.0,160.0,1960.0,2561.0,-410863.0,0.0
2014-01-22,27,157371.0,5802.0,0.0,362.0,489.0,10383.0,907.0,139436.0,0.0
2014-01-22,28,204912.0,19939.0,483091.0,7333.0,110.0,1066.0,2874.0,-309472.0,0.0
2014-01-22,32,371817.0,58124.0,261879.0,24079.0,202.0,96.0,4497.0,22952.0,0.0
2014-01-22,44,328362.0,89305.0,555366.0,4764.0,835.0,42285.0,3922.0,-368101.0,0.0
2014-01-22,52,199341.0,17466.0,0.0,4323.0,545.0,191.0,2154.0,174666.0,0.0
2014-01-22,53,156217.0,4012.0,0.0,5067.0,500.0,4003.0,1516.0,141530.0,0.0
2014-01-22,75,325436.0,6478.0,261330.0,3543.0,1116.0,36560.0,6069.0,10386.0,0.0
2014-01-22,76,287553.0,3056.0,120849.0,2073.0,2005.0,113255.0,4062.0,52634.0,0.0
2014-01-22,84,466664.0,8880.0,638256.0,1825.0,1616.0,233440.0,4738.0,-403544.0,0.0
2014-01-22,93,295262.0,21224.0,0.0,93.0,4085.0,67339.0,2917.0,199971.0,0.0
2014-01-23,11,537052.0,37158.0,0.0,289.0,107.0,62.0,7862.0,491562.0,0.0
2014-01-23,24,145209.0,3470.0,546471.0,12450.0,245.0,1530.0,2563.0,-421517.0,0.0
2014-01-23,27,155968.0,5777.0,0.0,2191.0,187.0,11093.0,909.0,135832.0,0.0
2014-01-23,28,207727.0,20579.0,483320.0,8781.0,128.0,1008.0,2875.0,-308940.0,0.0
2014-01-23,32,358832.0,47267.0,261513.0,22999.0,199.0,96.0,4132.0,22614.0,0.0
2014-01-23,44,332216.0,72571.0,556783.0,22079.0,317.0,44568.0,3872.0,-363715.0,0.0
2014-01-23,52,205666.0,6193.0,0.0,7473.0,501.0,192.0,2078.0,189227.0,0.0
2014-01-23,53,170492.0,4088.0,0.0,9855.0,224.0,3637.0,1531.0,151616.0,0.0
2014-01-23,75,319257.0,6386.0,263413.0,4780.0,2294.0,36665.0,6066.0,-303.0,0.0
2014-01-23,76,270777.0,2962.0,120448.0,21637.0,3332.0,109263.0,4198.0,16183.0,0.0
2014-01-23,84,458527.0,8869.0,634729.0,3329.0,1339.0,240233.0,4754.0,-416666.0,0.0
2014-01-23,93,296578.0,14947.0,0.0,420.0,3212.0,70645.0,3246.0,204422.0,0.0
2014-01-24,11,527553.0,33260.0,0.0,91.0,98.0,74.0,8073.0,485946.0,0.0
2014-01-24,24,141556.0,3458.0,548415.0,4269.0,161.0,2095.0,2598.0,-419443.0,0.0
2014-01-24,27,152380.0,5698.0,0.0,840.0,344.0,8318.0,929.0,136264.0,0.0
2014-01-24,28,199318.0,19368.0,484964.0,4046.0,111.0,1017.0,2929.0,-313115.0,0.0
2014-01-24,32,356545.0,45352.0,261139.0,10992.0,465.0,96.0,4622.0,33884.0,0.0
